Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts
G,293.0,Mads Hermansen,4.5,4.5,Leicester,94,3.851657430174328,92,4.058409515934431,90,3.7698238704867295,90,3.8834287458907895,89,3.925871763553466,89,3.595527664148082,0,0,0,0,0,0,0,0,0,0,0,0
G,554.0,José Sá,4.5,4.5,Wolves,94,3.75778540770565,92,3.770921890645652,92,3.830050559126717,91,3.7577785630112728,91,3.807065131380101,92,3.927783274132533,0,0,0,0,0,0,0,0,0,0,0,0
G,469.0,Alex McCarthy,4.0,4.0,Southampton,93,3.5489279519119505,94,3.756031230743535,92,3.666459382242692,92,3.81924236656159,92,4.32474532357983,91,3.689047263964138,0,0,0,0,0,0,0,0,0,0,0,0
M,394.0,Bruno Guimarães,6.5,6.5,Newcastle,90,4.725538570244784,87,3.700341383074721,83,3.804599667721829,81,3.7670903954600057,82,3.7014424410487385,82,3.028814164873661,0,0,0,0,0,0,0,0,0,0,0,0
M,329.0,Alexis Mac Allister,6.0,6.0,Liverpool,88,4.013387406016975,86,3.961918348914203,84,3.4899157059250783,83,3.7524632546490464,82,3.7141754962994487,84,3.623679734507202,0,0,0,0,0,0,0,0,0,0,0,0
M,181.0,Christopher Nkunku,7.0,7.0,Chelsea,70,3.1101088131875763,69,4.083749961535176,67,4.081562622995559,65,3.551501082920557,65,3.9155497850913257,62,3.784546430288136,0,0,0,0,0,0,0,0,0,0,0,0
M,99.0,Bryan Mbeumo,7.0,7.0,Brentford,77,4.113874220217867,73,3.094229579590315,73,4.596010423305314,70,2.629262515626007,71,3.4317080441498367,70,4.228611305344836,0,0,0,0,0,0,0,0,0,0,0,0
M,48.0,John McGinn,6.0,6.0,Aston Villa,88,3.833868493903655,86,2.8264355052207666,83,3.739997714755862,83,3.7610485158804554,81,3.94262867881687,82,3.8879723605422303,0,0,0,0,0,0,0,0,0,0,0,0
M,136.0,Kaoru Mitoma,6.5,6.5,Brighton,82,3.7101300684922434,79,4.21651241275548,78,2.6235475086621576,75,4.489206977715911,73,3.7556133936920992,72,3.187179857811567,0,0,0,0,0,0,0,0,0,0,0,0
M,230.0,Dwight McNeil,6.0,6.0,Everton,87,3.9107790314343287,84,3.4454855248577165,81,3.76331340001768,80,3.4089150488485696,79,3.72425974779925,79,3.660814310301773,0,0,0,0,0,0,0,0,0,0,0,0
D,18.0,William Saliba,6.0,6.0,Arsenal,92,4.500164718334338,88,3.236478032288702,87,4.027722752954274,85,2.944296947087946,85,2.44161116135914,83,4.354386152388278,0,0,0,0,0,0,0,0,0,0,0,0
D,339.0,Virgil van Dijk,6.0,6.0,Liverpool,91,4.032307585621886,88,3.8333397981868313,85,3.014395189433705,83,3.6700481077825664,82,3.563678980372332,82,3.3731109319506376,0,0,0,0,0,0,0,0,0,0,0,0
M,247.0,Alex Iwobi,5.5,5.5,Fulham,80,3.456574278057471,78,3.990537632138903,75,3.637896246066029,76,3.8047571940114255,74,3.332264946986632,74,3.1206460255634423,0,0,0,0,0,0,0,0,0,0,0,0
F,447.0,Chris Wood,6.5,6.5,Nott'm Forest,82,3.864271100269936,78,3.793725230276792,75,3.8910237730094623,75,2.8801451648238388,74,3.1467290604919627,75,3.7372754321094046,0,0,0,0,0,0,0,0,0,0,0,0
D,24.0,Ben White,6.5,6.5,Arsenal,85,4.457644645543224,83,3.197531338659036,81,3.952352158640504,79,2.883329161866246,78,2.307725750832218,77,4.320815261488323,0,0,0,0,0,0,0,0,0,0,0,0
